id_evento_std,nombre_evento_class,artistas_evento_std,nombre_evento_std,curador,organizadores_std,Lugar_std,pais,ciudad,mes_inicio,año_inicio,tipo_evento_naturaleza,tipo_evento_participacion,tipo_evento_espacio_tiempo,tipos_criterio_evento
166,"Arte Colombiano, Juegos del pacífico - Cali - 1995","Pablo Van Wong ;Alejandro Obregón; Enrique Grau; Lucy Tejada; María Thereza Negreiros; Pedro Alcántara Herrán; Antonio Barrera; Santiago Cárdenas; Darío Morales; Alicia Barney; Antonio José Caro; Consuelo Gómez; Luis Caballero; Leonel Góngora; Beatriz González; Maripaz Jaramillo; Óscar Muñoz; Édgar Negret; Nadín Ospina; Eduardo Ramírez Villamizar; Ómar Rayo; Carlos Rojas; Bernardo Salcedo; Hernándo Tejada; Pablo Van Wong; Hugo Zapata","Arte Colombiano, Juegos del pacífico",,"Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,6,1995,exposición,colectiva,temporal,
167,"Arte de los años ochenta  - Cali - 1980","Antonio José Caro","Arte de los años ochenta ","Álvaro Barrios","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,3,1980,exposición,colectiva,temporal,curador
44,"Arte del Taller, Arte de la Calle - Madrid - 1983","Álvaro Barrios;En depósito obras de Jesús Soto; Fernando Botero; Fernando de Szyszlo; Ómar Rayo; Édgar Negret; Rogelio Polesello; Manuel Hernández","Arte del Taller, Arte de la Calle",,"Fundación ARCO ","Arco Madrid-Ecole des Beaux Arts de París ",España,Madrid,,1983,feria,colectiva,periodica,
168,"Arte erótico - Medellín  - 1980","Miguel Ángel Rojas ;Ronny Vayda","Arte erótico",,"Galería La Oficina","Galería La Oficina",Colombia,"Medellín ",,1980,exposición,colectiva,temporal,
169,"Arte Joven - Cali - 1995","Luz Ángela Lizarazo ;Víctor Laignelet; Diego Mazuera; Rodrigo Facundo; Rafael Ortiz; Miguel Böhmer Ángel","Arte Joven",,"Galería Jenny Vilá","Galería Jenny Vilá",Colombia,Cali,8,1995,exposición,colectiva,temporal,
45,"Arte y Ahora  - Cali - 1989","José Horacio Martínez ;Luis Guillermo Villegas; Carmen Elisa Balanta ; José Horacio Martínez","Arte y Ahora ",,"Galería Jenny Vilá","Galería Jenny Vilá",Colombia,Cali,6,1989,exposición,colectiva,periodica,
170,"Arte y Violencia en Colombia desde 1948 - Bogotá - 1999","Dorís Salcedo; Beatriz González;Delcy Morelos; Ethel Gilmour; Gustavo Zalamea Traba; Patricia Escobar;Alejandro Obregón;Óscar Muñoz","Arte y Violencia en Colombia desde 1948","Álvaro Medina ","Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,5,1999,exposición,colectiva,temporal,curador
171,"Artfi 93-Feria Internacional de Arte de Bogotá - Bogotá - 1993","Jorge Montealegre;David Manzur","Artfi 93-Feria Internacional de Arte de Bogotá",,"Galería de Arte Moderno Álvaro Vanegas; Artfi","Centro de Convenciones Gonzalo Jiménez de Quesada",Colombia,Bogotá,12,1993,feria,colectiva,temporal,
172,"Artistas Antioqueños por el mundo - Medellín  - 1991","Ana Claudia Múnera","Artistas Antioqueños por el mundo",,"Secretaría de Educación y Cultura del Departamento de Antioquia","Secretaria de Educación y Cultura del Departamento",Colombia,"Medellín ",,1991,exposición,colectiva,temporal,
173,"Artistas colombianos de los 80 - Buenos Aires - 1989","Cristina Llano","Artistas colombianos de los 80",,"Instituto de Cooperación Iberoamericana","Instituto de Cooperación Iberoamericana",Argentina,"Buenos Aires",,1989,exposición,colectiva,temporal,
174,"Artistas colombianos en la colección Museo de Arte Moderno de Bogotá - Bogotá - 1994","Pablo Van Wong","Artistas colombianos en la colección Museo de Arte Moderno de Bogotá",,"Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,,1994,exposición,colectiva,temporal,
175,"Aspectos de lo Tridimensional en el Arte Colombiano - Cali - 1984","Jim Amaral ; Olga de Amaral; Alicia Barney; Álvaro Barrios; Fernando Botero; Feliza Bursztyn; Antonio José Caro; John Castles; Beatriz Daza; Ramiro Gómez; Beatriz González; Enrique Grau; Álvaro Herazo; Maripaz Jaramillo; Jonier Marín; Sara Modiano; Darío Morales; María Thereza Negreiros; Édgar Negret; Eduardo Ramírez Villamizar; Ómar Rayo; Carlos Rojas; Miguel Ángel Rojas; Bernardo Salcedo; Hernándo Tejada; Alberto Uribe; Juan Camilo Uribe; Santiago Uribe Holguín; Ronny Vayda","Aspectos de lo Tridimensional en el Arte Colombiano",,"Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,11,1984,exposición,colectiva,temporal,
341,"Bernardo Ortiz  - Dibujos - Cali - 1995","Bernardo Ortiz ",Dibujos,,Proartes,"Casa Proartes",Colombia,Cali,9,1995,exposición,individual,temporal,
176,"Bicentenario de la Revolución Francesa - Cali - 1989","Ever Astudillo ;Liliana Durán; Mario Gordillo ; Óscar Muñoz","Bicentenario de la Revolución Francesa",,"Secretaría de Hacienda Departamental; Instituto Departamental de Bellas Artes ","Sala Julio Valencia - Instituto Departamental de Bellas Artes",Colombia,Cali,7,1989,"circulación de obra gráfica",colectiva,temporal,
178,"BIO*. *As in ‘Biography’, ‘Biology’, ‘Biogenesis’ - Nueva York - 1996","Pablo Van Wong","BIO*. *As in ‘Biography’, ‘Biology’, ‘Biogenesis’","Carolina Ponce de León","Colombian Center Nueva York","Colombian Center de Nueva York","Estados Unidos","Nueva York",10,1996,exposición,colectiva,temporal,curador
177,"BIO, Exposición Individual de Miguel Ángel Rojas - Bogotá - 1991","Miguel Ángel Rojas","BIO, Exposición Individual de Miguel Ángel Rojas",,"Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,10,1991,exposición,colectiva,temporal,
179,"Blanco y Negro sobre papel - Cali - 1989","Ever Astudillo Pablo Picasso; Jim Dine; Fernando Botero; Wilhem de Kooning; Oswaldo Guayasamín; Diego Rivera; David Alfaro Siqueiros; José Guadalupe Posada; Julio Leparc; Darío Morales; Ellsworth Kelly; Juan Antonio Roda; Peter Milton; Liliana Porter; Rodolfo Abularach","Blanco y Negro sobre papel",,"Museo de Arte Moderno La Tertulia ","Museo de Arte Moderno La Tertulia",Colombia,Cali,7,1989,exposición,colectiva,temporal,
342,"Carlos Andrade  - Carlos Andrade - Cali - 1991","Carlos Andrade ","Carlos Andrade",,"Galería Jenny Vilá","Galería Jenny Vilá",Colombia,Cali,2,1991,exposición,individual,temporal,
343,"Carlos Andrade  - Carlos Andrade, pinturas, cajas de luces y monotipos - Cali - 1998","Carlos Andrade ","Carlos Andrade, pinturas, cajas de luces y monotipos",,"Galería Taller de La Tertulia ; Ministerio de Cultura de Colombia; Dirección de Cultura de Cali; Gerencia Cultural de la Gobernación del Departamento del Valle del Cauca","Galería Taller de La Tertulia",Colombia,Cali,2,1998,exposición,individual,temporal,
344,"Carlos Arturo Salas Silva  - Pinturas Cromáticas - Bogotá - 1988","Carlos Arturo Salas Silva ","Pinturas Cromáticas","Carolina Ponce de León","Galería El Museo","Galería El Museo",Colombia,Bogotá,11,1988,exposición,individual,temporal,curador
345,"Carlos Duque - Fotografismos - Cali - 1983","Carlos Duque",Fotografismos,"Bernardo Salcedo","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,5,1983,exposición,individual,temporal,curador
346,"César Alfaro Mosquera - La Carne y el fenómeno de la Turbulencia. Estudios sobre la forma y el color en la obra de F.Bacon - Cali - 2000","César Alfaro Mosquera","La Carne y el fenómeno de la Turbulencia. Estudios sobre la forma y el color en la obra de F.Bacon",,"Alianza Francesa de Cali; Fundir","Alianza Francesa de Cali",Colombia,Cali,11,2000,exposición,individual,temporal,
1,"Cien años de arte colombiano - itinerante - 1985","Miguel Ángel Rojas","Cien años de arte colombiano",,"Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,,1985,exposición,colectiva,itinerante,
180,"Cinco dibujantes colombianos - Bogotá - 1984","Miguel Ángel Rojas","Cinco dibujantes colombianos",,"Galería Garcés Velásquez","Galería Garcés Velásquez",Colombia,Bogotá,,1984,exposición,colectiva,temporal,
181,"Cinco Fotografos Caleños  - Bogotá - 1998","Leonardo Herrera","Cinco Fotografos Caleños ",,"Alianza Francesa de Bogotá","Alianza Francesa de Bogotá",Colombia,Bogotá,,1998,exposición,colectiva,temporal,
182,"Cinco Pintores Abstractos - Cali - 1989","Luis Fernando Roldán ;Danilo Dueñas; Luis Fernando Roldán; Carlos Arturo Salas Silva; Santiago Uribe Holguín; Luis Fernando Zapata","Cinco Pintores Abstractos",,"Museo de Arte Moderno La Tertulia ","Museo de Arte Moderno La Tertulia",Colombia,Cali,3,1989,exposición,colectiva,temporal,
183,"Colectiva - Barranquilla - 1989","Álvaro Barrios;Pedro Alcántara Herrán; Fernando Botero; Salvador Dalí; Gonzalo Endara Crow; Enrique Grau; Margarita Gómez Campuzano; Ángel Loochkartt; Darío Morales; David Manzur; Alejandro Obregón;Pablo Picasso; Rafael Panizza; Rafael Penagos; Saturnino Ramírez ;Alberto Sojo",Colectiva,,"Galeria Elida Lara","Galeria Elida Lara",Colombia,Barranquilla,,1989,exposición,colectiva,temporal,
184,"Colombia en Sao Paulo  - Medellín  - 1981","Miguel Ángel Rojas ;","Colombia en Sao Paulo ",,"Galería La Oficina","Galería La Oficina",Colombia,"Medellín ",,1981,exposición,colectiva,temporal,
185,"Colombia Visible/Invisible - Madrid - 2001","Óscar Muñoz;Luis Fernando Roldán; José Horacio Martínez","Colombia Visible/Invisible",,"Galería Fernando Pradilla","Galería Fernando Pradilla",España,Madrid,11,2001,exposición,colectiva,temporal,
186,"Colombia ya hace parte - Bogotá - 1994","Pablo Van Wong ;","Colombia ya hace parte",,"Galería Valenzuela y Klenner","Galería Valenzuela y Klenner",Colombia,Bogotá,,1994,exposición,colectiva,temporal,
187,"Colores del Gozo Poderoso - Bogotá - 2000","José Antonio Suárez ;Franklin Aguirre; Álvaro Barrios; Wilson Díaz; Andrea Echeverri; Rodrigo Facundo; Olga Lucía García; Juan David Giraldo; Beatriz González; Benjamín Jacanamijoy; José Manuel Jaramillo; Humberto Junca; Germán Martínez; María Margarita Jiménez; Lucas Ospina ; Manuel Romero","Colores del Gozo Poderoso",,"Andrea Echeverri y Héctor Buitrago","Galería Santa Fe - Planetario Distrital",Colombia,Bogotá,12,2000,exposición,colectiva,temporal,
188,"Congreso de Arquitectos Javerianos  - Cali - 1982","Luis Fernando Roldán ;Juan Bernal; Leopoldo Combariza;Ilva Posse de Gómez; Rodrigo Herrea;el padre Alfonso Borrero; Pedro A. Salcedo; Cecilia O. de Combariza; Ana Lucía Amézquita; Hebert Baresch; Manuel J. Castellanos; Jorge Herrera Pontón","Congreso de Arquitectos Javerianos ",,"Universidad Javeriana de Cali","Hotel Intercontinental",Colombia,Cali,11,1982,exposición,colectiva,temporal,
189,"Consagrados Maestros Jóvenes - Cali - 1982","Ever Astudillo; Óscar Muñoz; Saturnino Ramírez;Miguel Ángel Rojas","Consagrados Maestros Jóvenes",,"Center for Inter-American Relations; Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,9,1982,exposición,colectiva,temporal,
190,"Continental Shift - Aachen - 2000","Oswaldo Maciá;Chen Zhen; Daniel Chust-Peters; Lygia Clark;  Wifredo Lam;Pablo Reinoso;Yuji Takeoka ;Milton Machados; Chiharu Shiotas; Keiko Sato ","Continental Shift","Annette Lagler (Latin America); Gregor Jansen (Japan/Korea)",,"Ludwig Forum für Internationale Kunst",Alemania,Aachen,10,2000,exposición,colectiva,temporal,curador
347,"Cristina Llano - Cristina Llano - Cali - 1990","Cristina Llano","Cristina Llano","Miguel González","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,2,1990,exposición,individual,temporal,curador
348,"Cristina Llano - Dibujos - Cali - 1991","Cristina Llano",Dibujos,"Miguel González","Galería Jenny Vilá","Galería Jenny Vilá",Colombia,Cali,5,1991,exposición,individual,temporal,curador
349,"Cristina Llano - La esperanza del sur - Cali - 2002","Cristina Llano","La esperanza del sur",,,"Centro Cultural Comfenalco",Colombia,Cali,,2002,exposición,individual,temporal,
350,"Cristina Llano - Obra Reciente - Cali - 1996","Cristina Llano","Obra Reciente",,"Galería Jenny Vilá","Galería Jenny Vilá",Colombia,Cali,2,1996,exposición,individual,temporal,
351,"Cristina Llano - Obra Reciente - Medellín  - 1990","Cristina Llano","Obra Reciente",,"Galería La Oficina","Galería La Oficina",Colombia,"Medellín ",,1990,exposición,individual,temporal,
352,"Cristina Llano - Pinturas y Dibujos de Crsitina Llano - Cali - 1998","Cristina Llano","Pinturas y Dibujos de Crsitina Llano","Miguel González","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,4,1998,exposición,individual,temporal,curador
191,"Cristina Llano y John Castles - Bogotá - 1990","Cristina Llano;John Castles","Cristina Llano y John Castles",,"Galería Diners","Galería Diners",Colombia,Bogotá,3,1990,exposición,colectiva,temporal,
192,"De-Lineamientos - Cali - 2000","Leonardo Herrera;Claudia Patricia Sarria; Ana María Millán; Giovanni Vargas",De-Lineamientos,"Óscar Muñoz","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,6,2000,exposición,colectiva,temporal,curador
353,"Delcy Morelos - Adentro - Bogotá - 2000","Delcy Morelos",Adentro,,"Alianza Francesa de Bogotá - Chicó","Alianza Francesa de Bogotá - Chicó",Colombia,Bogotá,1,2000,exposición,individual,temporal,
354,"Delcy Morelos - La Base Oscura  - Bogotá - 2000","Delcy Morelos","La Base Oscura ",,"Galería Carlos Alberto González","Galería Carlos Alberto González",Colombia,Bogotá,8,2000,exposición,individual,temporal,
193,"Dibujantes colombianos modernos - Bogotá - 1987","Miguel Ángel Rojas ;","Dibujantes colombianos modernos","Germán Rubiano ","Museo de Arte Moderno Universidad Nacional de Colombia","Museo de Arte de la Universidad Nacional de Colombia",Colombia,Bogotá,,1987,exposición,colectiva,temporal,curador
194,"Dibujos - Cali - 1995","Bernardo Ortiz ;Claudia Víctoria ; Olga Silva",Dibujos,,"Galería Jenny Vilá","Galería Jenny Vilá",Colombia,Cali,3,1995,exposición,colectiva,temporal,
195,"Diez Artistas Colombianos de Hoy - Cali - 1989","Cristina Llano;Diego Mazuera; Nancy Friedemann-Sánchez; Raúl Cristancho; Ana María Rueda; Vivian Monsalve; Carlos Eduardo Serrano ; Rodolfo Vélez ; Patricia Tavera ; Luis Luna","Diez Artistas Colombianos de Hoy",,"Galería Figuras","Galería Figuras",Colombia,Cali,10,1989,exposición,colectiva,temporal,
196,"Diez Artistas por Cali - Cali - 2000","Jorge Montealegre;Mario Gordillo; Pedro Alcántara Herrán; José Mina; Roberto Molano; María Thereza Negreiros; Diego Pombo; Eugenio Sánchez; Lucy Tejada;Hernándo Tejada","Diez Artistas por Cali",,"Sociedad de Mejoras Públicas de Cali","Sociedad de Mejoras Públicas de Cali",Colombia,Cali,6,2000,"circulación de obra gráfica",colectiva,temporal,
197,"Diez artistas y un taller - Cali - 1993","Ever Astudillo ;Pedro Alcántara Herrán; Homero Aguilar; Édgar Álvarez; Mario Gordillo; Roberto Molano; Diego Pombo; Enrique Sánchez; Hernándo Tejada; Lucy Tejada","Diez artistas y un taller",,"Taller Serigráfico de Jairo Agudelo","Galería Arte Moderno",Colombia,Cali,6,1993,"circulación de obra gráfica",colectiva,temporal,
198,"DO IT - Bogotá - 2001","Elías Heim;Luis Fernando Herrán; Jaime Ireguí; Adolfo Cifuentes; Mauricio Cruz","DO IT","Hans Ulrich Obrist ","Biblioteca Luis Ángel Arango","Biblioteca Luis Ángel Arango",Colombia,Bogotá,,2001,exposición,colectiva,temporal,curador
199,"DO IT - Cali - 1997","Ana María Millán ;Christian Boltanski ; Fernando Hidalgo ; Giovanni Vargas; María Heichhorn ; Alejandro Bassi; Hans Peter Feldmann ; Adriana Cabrales; Paul Arman Gette ; Salomé Rodríguez ; Liliana Villegas Jacdet; Felix Gonzalez-Torres ; Héctor Rosero ; Fabrice Hybert ; Ma. Fernanda Ramirez ; Ma. Eugenia Escobar; Ilya Kabakov ; Mauricio Vera ; Eduardo Mondragón; Mike Kelley ; Yohanna Martínez ; Alberto Campuzano; Alison Knowles ; Diana Lasso; Carolina del Llano ; Juliana Guevara; Bertrand Lavier ; Eduardo Mondragón ; Tania Correa; Jean Jacques Rullier ; Ana María Millán; Carlos Zúñiga ; Sujey Mosquera; Rirkrit Tiravanija ; Andrea Valencia ; Alejandro Nieto ; Michelangelo Pistoleto; ","DO IT","Wilson Díaz; Juan Fernando Mejía ; César Alfaro Mosquera","Instituto Departamental de Bellas Artes ; José Horacio Martínez","Galería de Bellas Artes",Colombia,Cali,3,1997,exposición,colectiva,temporal,curador
200,"Doce Escultores Colombianos: Materiales e Ideas - Cali - 1989","Rosemberg Sandoval ;Hugo Zapata; Nadín Ospina; Antonio Inginio Caro; Beatriz Angel;Juan Luis Mesa; Germán Botero; Alicia Barney; Jean Pierre Accaut; Jorge Alberto Reyes Osma; Cristóbal Castro; Consuelo Gómez","Doce Escultores Colombianos: Materiales e Ideas","Miguel González","Cámara de Comercio de Cali","Cámara de Comercio de Cali",Colombia,Cali,10,1989,exposición,colectiva,temporal,curador
201,"Doce Escultores Colombianos: Pequeño Formato - Cali - 1991","Alicia Barney ;Édgar Negret; Eduardo Ramírez Villamizar; Hugo Zapata; Ronny Vayda; John Castles; Consuelo Gómez; Rosemberg Sandoval; Mónica Negret; Nadín Ospina;Lydia Azout; Jorge Alberto Reyes Osma","Doce Escultores Colombianos: Pequeño Formato","Miguel González","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,3,1991,exposición,colectiva,temporal,curador
202,"Doce Mundos Colombianos - Cali - 1987","Alicia Barney ;Constanza Aguirre; Ana Durán; Rodrigo Isaza; Enrique Jaramillo-Ocampo; Nadín Ospina; Luis Fernando Peláez; María Teresa Rizzi; Patricia Salamanca; Carlos Arturo Salas Silva; Patrici Tavera; Viviana Vélez","Doce Mundos Colombianos",,"Amparo Gartner ; Adrian R. Torres; Cámara de Comercio de Cali","Cámara de Comercio de Cali",Colombia,Cali,,1987,exposición,colectiva,temporal,
203,"Drawings - Massachusetts - 1988","Carlos Andrade",Drawings,,"South Gallery","Greenfield Community College","Estados Unidos",Massachusetts,,1988,exposición,colectiva,temporal,
204,"Eco art - Rio de Janeiro - 1992","Miguel Ángel Rojas","Eco art",,"Museo de Arte Moderno de Rio de Janeiro","Museo de Arte Moderno de Rio de Janeiro",Brasil,"Rio de Janeiro",6,1992,exposición,colectiva,temporal,
205,"El arte en Suramerica - Medellín - 1996","Álvaro Barrios","El arte en Suramerica",,"Colección de La Suramericana de Seguros","Sala de Arte de Suramericana",Colombia,Medellín,4,1996,exposición,colectiva,temporal,
206,"El artista como apologista y ""Naturaleza histórica"""" - Cali - 1995""","Jorge Acero Laschevsky;Harold Jiménez Canizales; Alejandro Nieto","El artista como apologista y ""Naturaleza histórica""""""",,"Banco de la República; Instituto Departamental de Bellas Artes ; Gerencia Cultural de la Gobernación del Departamento del Valle del Cauca","Banco de la República - Cali",Colombia,Cali,10,1995,exposición,colectiva,temporal,
207,"El circo de pulgas de Cardoso; Festival de verano ""Paris Quartiers d´Ete"""" - París - 1998""","María Fernanda Cardoso","El circo de pulgas de Cardoso; Festival de verano ""Paris Quartiers d´Ete""""""",,,"Carpa frente al Centro Georges Pompiduo",Francia,París,7,1998,festival,colectiva,temporal,
208,"El Desnudo - Bogotá - 1988","Cristina Llano;Carlos Arturo Salazar Silva; Darío Morales; Alejandro Obregón; Pablo Picasso; Francsis Bacon; Fernando Botero; Enrique Grau; ","El Desnudo",,"Galería El Museo","Galería El Museo",Colombia,Bogotá,,1988,exposición,colectiva,temporal,
209,"El Desnudo - Medellín - 1987","Cristina Llano","El Desnudo",,"Galería La Francia","Galería La Francia",Colombia,Medellín,,1987,exposición,colectiva,temporal,
46,"El Desnudo - Medellín - 1988","Álvaro Barrios; Pedro Nel Gómez; Epifanio Garay; Débora Arango ; Augusto Rendón; Juan Cárdenas; Carlos Granada; Viviana Vélez ; Leonel Góngora","El Desnudo",,Bazarte,Bazarte,Colombia,Medellín,,1988,festival,colectiva,periodica,
210,"El secreto de las cajas de David - Bogotá - 1991","Cristina Llano;","El secreto de las cajas de David",,"Galería Alonso-Arte","Galería Alonso-Arte",Colombia,Bogotá,,1991,exposición,colectiva,temporal,
355,"Elías Heim - Exposición - Bogotá - 1991","Elías Heim",Exposición,,"Galería Gaula ; Danilo Dueñas; Jaime Ireguí ; Carlos Arturo Salas Silva ","Galería Gaula",Colombia,Bogotá,5,1991,exposición,individual,temporal,
356,"Elías Heim - Exposición - Cali - 1991","Elías Heim",Exposición,"Miguel González","Galería Jenny Vilá ","Galería Jenny Vilá",Colombia,Cali,4,1991,exposición,individual,temporal,curador
211,"Encuentro Nacional de Artistas - Vertientes - Bucaramanga - 1994","Wilson Díaz; Jackeline Díaz; Carlos Arturo Salas Silva; Johanna Calle; Juan Fernando Herrán; César Alfaro Mosquera; Édgar Quiroz; María Teresa Hincapié; Marcela Villa; Janeth Blanco; Mauricio Quintero; José Horacio Martínez; Silvia Gómez; Silvia Ibarra; Javier Rozo; Yury Forero; Álvaro Villalobos; Rosemberg Sandoval; Nelsón Flores; Imelda Villamizar; Óscar Salamanca; Fernando Arias; Adolfo Cifuentes; Jorge Torres González; Francisco Bustamante;Eduardo Santos; Guillermo Quintero; Álvaro Salamanca; Carlos Eduardo Serrano; Ana Claudia Múnera; Patricia Bravo; Gloria Ángel; Gloria Jaramillo; Albeiro Londoño; Jorge Acero Laschevsky","Encuentro Nacional de Artistas - Vertientes","Jaime Cerón","Biblioteca Pública Municipal Gabriel Turbay; Emisora Cultural Luis Carlos Galan Sarmiento;Museo de Arte Moderno de Bucaramanga; Secretaría de Cultura, Turismo y Recreación de Santander; Banco de la República; Casa de la Cultura Piedra del Sol; Ecopetrol; Museo Nacional del Petroleo; Banco Ganadero; Funprocep; Arcadia Taller de Arte; Clinica Oftalmologica Integral; Hotel Chicamocha; Biblioteca Departamental ?; Teleoriente; Hipinto; Vanguardia Liberal; Taller Fotográfico; Decanatura Asociada de Cultura - Universidad del Valle","Banco de la República - Bucaramanga",Colombia,Bucaramanga,9,1994,encuentro,colectiva,temporal,curador
214,"Encuentro Nacional de Artistas - Vertientes - Cali - 1995","Wilson Díaz; Jackeline Díaz; Carlos Arturo Salas Silva; Johanna Calle; Juan Fernando Herrán; César Alfaro Mosquera; Édgar Quiroz; María Teresa Hincapié; Marcela Villa; Janeth Blanco; Mauricio Quintero; José Horacio Martínez; Silvia Gómez; Silvia Ibarra; Javier Rozo; Yury Forero; Álvaro Villalobos; Rosemberg Sandoval; Nelsón Flores; Imelda Villamizar; Óscar Salamanca; Fernando Arias; Adolfo Cifuentes; Jorge Torres González; Francisco Bustamante;Eduardo Santos; Guillermo Quintero; Álvaro Salamanca; Carlos Eduardo Serrano; Ana Claudia Múnera; Patricia Bravo; Gloria Ángel; Gloria Jaramillo; Albeiro Londoño; Jorge Acero Laschevsky","Encuentro Nacional de Artistas - Vertientes","Jaime Cerón","Biblioteca Pública Municipal Gabriel Turbay; Emisora Cultural Luis Carlos Galan Sarmiento;Museo de Arte Moderno de Bucaramanga; Secretaría de Cultura, Turismo y Recreación de Santander; Banco de la República; Casa de la Cultura Piedra del Sol; Ecopetrol; Museo Nacional del Petroleo; Banco Ganadero; Funprocep; Arcadia Taller de Arte; Clinica Oftalmologica Integral; Hotel Chicamocha; Biblioteca Departamental Jorge Garcés Borrero; Teleoriente; Hipinto; Vanguardia Liberal; Taller Fotográfico; Decanatura Asociada de Cultura - Universidad del Valle","Biblioteca Mario Carvajal - Universidad del Valle",Colombia,Cali,8,1995,encuentro,colectiva,temporal,curador
215,"Entrelíneas - Cali - 1993","César Alfaro Mosquera;Liliana Vergara; Duberney Marín",Entrelíneas,,"Galería de Arte Moderno Álvaro Vanegas ","Galería de Arte Moderno Álvaro Vanegas",Colombia,Cali,5,1993,exposición,colectiva,temporal,
216,"Escultura Colombiana - Cali - 1994","Pablo Van Wong ;Marco Tobón Mejía; Rómulo Rozo; Hernándo Tejada; Carlos Rojas; Feliza Bursztyn; Bernardo Salcedo; Beatriz Daza; Hugo Zapata; Lydia Azout; Alicia Barney; Consuelo Gómez; Pablo Van Wong; Nadín Ospina; Eduardo Ramírez Villamizar; Enrique Grau; Carlos Rojas;Álvaro Barrios; Jim Amaral; Hugo Zapata","Escultura Colombiana",,"Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,11,1994,exposición,colectiva,temporal,
217,"Esculturas y pinturas - Cali - 1987","Pablo Van Wong ;","Esculturas y pinturas",,"Festival de Arte de Cali; Galería Pública de la Caña","Galería Pública de la Caña",Colombia,Cali,,1987,exposición,colectiva,temporal,
357,"Ever Astudillo  - Anonimo-s. XX - Cali - 1990","Ever Astudillo ","Anonimo-s. XX",,"Galería Arte Moderno","Galería Arte Moderno",Colombia,Cali,10,1990,exposición,individual,temporal,
358,"Ever Astudillo  - Astudillo - Cali - 1995","Ever Astudillo ",Astudillo,"Miguel González","Biblioteca Mario Carvajal - Universidad del Valle","Biblioteca Mario Carvajal - Universidad del Valle",Colombia,Cali,11,1995,exposición,individual,temporal,curador
359,"Ever Astudillo  - Cuadrilatero - Cali - 1998","Ever Astudillo ",Cuadrilatero,"Miguel González","Banco de la República - Cali; Centro Cultural Cali; Cámara de Comercio de Cali","Cámara de Comercio de Cali",Colombia,Cali,11,1998,exposición,individual,temporal,curador
362,"Ever Astudillo  - De lo temporal  - Cali - 1983","Ever Astudillo ","De lo temporal ","Miguel González","Cámara de Comercio de Cali","Cámara de Comercio de Cali",Colombia,Cali,6,1983,exposición,individual,temporal,curador
363,"Ever Astudillo  - Exposición - Bogotá - 1996","Ever Astudillo ",Exposición,,"Galería Gartner Uribe ","Galería Gartner Uribe ",Colombia,Bogotá,5,1996,exposición,individual,temporal,
364,"Ever Astudillo  - Nuevos Espacios - Cali - 1988","Ever Astudillo ","Nuevos Espacios",,"Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,3,1988,exposición,individual,temporal,
218,"Ever Astudillo, Dibujos, Fernell Franco, Fotografías, Óscar Muñoz, Dibujos. - Cali - 1979","Ever Astudillo ;Ever Astudillo ; Óscar Muñoz ; Fernell Franco ","Ever Astudillo, Dibujos, Fernell Franco, Fotografías, Óscar Muñoz, Dibujos.","Sebastian Romero Buj. (escribe)","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,9,1979,exposición,colectiva,temporal,
