id_evento_std,nombre_evento_class,artistas_evento_std,nombre_evento_std,curador,organizadores_std,Lugar_std,pais,ciudad,mes_inicio,año_inicio,tipo_evento_naturaleza,tipo_evento_participacion,tipo_evento_espacio_tiempo,tipos_criterio_evento
2,"Ex-libris o el Arte de Identificar sus Libros - itinerante - 1989","Ana María Rueda ;Paige Abadi; Fernando Abella; Fernando Acosta; Pedro Alcántara Herrán; Alfonso Álvarez; Fernando Cruz; Jim Amaral; Olga de Amaral; María Mercedes Ángel; Jorge Bachmann; Consuelo Barbosa Bedoya; Rosenell Baud; Margarita Becerra; Adolfo Bernal; María Elena Bernal; Sonia Bohórquez; Tutua Boshell; Fernando Botero; Flor María Bouhot; Denise Buraye; Nubia Cadavid; María Teresa Cano; Johanna Calle; Santiago Cárdenas; Dicken Castro; Lorenzo Castro; Marta Combariza; David Consuegra; Federman Contreras; Édgar Correal; María Cristina Cortés; Raúl Cristancho; Mauricio Cruz; Fabio Daza; Fernando Devis; Álvaro Díaz; Claire Doebeli; Hannah Doeleman; Ivanka Drufovka; Gloria Duncan; Ana Durán; María Víctoria Durán; Ángela Echeverri; Clemencia Echeverri; Gloria Escobar; Patricia Esguerra; Eduardo Esparza; Lina María Espinosa; Benjamín Farbiarz; Francisco Fernández; Rodrigo Fernández; Alekos; Carolina Franco; Juan Carlos Franco; Diana Galindo Giraldo; Alberto Gómez Cabal; José Gómez; Monina Gómez; Leonel Góngora; Luis Eduardo Garzón; Umberto Giangrandi; Ethel Gilmour; Juan David Giraldo; Beatriz González; Liliana González Zakzuk;Óscar González Cerón; Mario Gordillo; Ilse Gordon; Enrique Grau; Alejandro Hernández; Álvaro Henao; Claudia Hernández; Clara Hurtado; Filomeno Hernández; Manuel Hernández; María Cristina Hernández; Clara Hurtado; Beatriz Jaramillo; Lorenzo Jaramillo; Maripaz Jaramillo; Víctor Laignelet; Karen Lamassonne; Alfredo Lleras Rojas; Henry Lobo; Ángel Loochkartt; Duván López; Juan Manuel Lugo; David Manzur; Diego Mazuera; Asdrúbal Medina; Constanza Medina; Luis Fernando Mejía; Yolanda Mesa; Paulina Michaels; Alejandro Miranda; Luis Monje; Diana Monroy; Margarita Monsalve; Beatriz Montana; Armando Montoya; Lourdes Morales;  Jaime Osorio; Nadín Ospina; Pilar Otálora; Gabriela Pacific; César Padilla; Germán Páez; Luis Paz; Dioscórides Pérez; Eliana Pérez; Miguel Polling Zimmerman; Ruby Posada; Maríana de Prieto; Mauricio Quintero; Eduardo Ramírez Villamizar; Saturnino Ramírez; Ómar Rayo; Fabián Rendón; Ernesto Restrepo; Mónica Restrepo; Leopoldo Richter; Alberto Rincón; Juan Antonio Roda; Luis Fernando Rodríguez; María Cristina Rodríguez; Marta Rodríguez; Ana María Rueda; Felipe Salazar; Rodrigo Salazar Posada; Antonio Samudio; Álvaro Sánchez; Julio Abel Sánchez; Carlos Eduardo Santa; Mercedes Sebastián; Ferney Shambo; Edilberto Sierra; Édgar Silva; Gabriel Silva; José Monjales Soler; Nicolas Sperakis; José Antonio Suárez; Lucy Tejada; Jean Gabriel Thenot; Jorge Torres; Martha Torres; Luisa Ungar; Luis Fernando Uribe Sierra; Jaime Valencia; Diva Velásquez; Armando Villegas; Enrique Wallenberg; Gustavo Zalamea Traba;Elsa Zambrano; Óscar Muñoz; Víctor Laignelet","Ex-libris o el Arte de Identificar sus Libros","Benoit Junod","Museo de Arte Moderno La Tertulia; Biblioteca Luis Ángel Arango ; Embajada de Suiza","Museo de Arte Moderno La Tertulia",Colombia,Cali,10,1989,exposición,colectiva,itinerante,"Benoit Junod"
3,"Experimentos Gráficos - itinerante - 1991","Ana María Rueda ;Antonio José Caro; Raúl Cristancho; Mauricio Cruz; Eduardo Garzón Flórez; Miguel Huertas; Víctor Laignelet; Saturnino Ramírez; Gabriel Silva; Gustavo Vejarano; María Teresa Vieco","Experimentos Gráficos",,"Taller Arte Dos Gráfico; Banco de la República","Biblioteca Luis Ángel Arango",Colombia,Bogotá,2,1991,exposición,colectiva,itinerante,
219,"Exposición - Bogotá - 1977","Óscar Muñoz;Francisco López",Exposición,,"Galería Belarca","Galería Belarca",Colombia,Bogotá,5,1977,exposición,colectiva,temporal,
220,"Exposición - Bogotá - 1994","Ana María Rueda ;",Exposición,,"Galería Garcés Velásquez","Galería Garcés Velásquez",Colombia,Bogotá,5,1994,exposición,colectiva,temporal,
221,"Exposición - Buenos Aires - 1990","Ana María Rueda ;",Exposición,,"Instituto de Cooperación Iberoamericana","Instituto de Cooperación Iberoamericana",Argentina,"Buenos Aires",5,1990,exposición,colectiva,temporal,
222,"Exposición - Cali - 1982","Óscar Muñoz;Pedro Alcántara Herrán; Édgar Álvarez; Ever Astudillo; Luis Caballero; Patricia Bonilla; Claude Feuillet; Alexis Gorodine; Jorge Mantilla; Caballero; David Manzur; Hernándo Tejada; Ómar Rayo; Augusto Rivero.",Exposición,,"Marlene Lloreda de Troll",Asocaña,Colombia,Cali,6,1982,exposición,colectiva,temporal,
223,"Exposición - Cali - 1989","José Antonio Suárez ;Nancy Friedemann-Sánchez ",Exposición,,"Galería La Ventana","Galería La Ventana",Colombia,Cali,2,1989,exposición,colectiva,temporal,
224,"Exposición - Cali - 1992","Ever Astudillo ;Pedro Alcántara",Exposición,,"Galería Figuras","Galería Figuras",Colombia,Cali,10,1992,exposición,colectiva,temporal,
225,"Exposición - Cartagena - 1988","Cristina Llano",Exposición,,"Museo de Arte Moderno de Cartagena ","Museo de Arte Moderno de Cartagena",Colombia,Cartagena,,1988,exposición,colectiva,temporal,
226,"Exposición - Medellín - 1985","Alicia Barney ;Antonio José Caro; Carlos Echeverry",Exposición,,"Biblioteca Pública Piloto","Biblioteca Pública Piloto",Colombia,Medellín,,1985,exposición,colectiva,temporal,
227,"Exposición - Medellín - 1990","Pablo Van Wong",Exposición,,"Galería La Oficina","Galería La Oficina",Colombia,Medellín,,1990,exposición,colectiva,temporal,
228,"Exposición - Pamplona - 1992","Carlos Arturo Salazar Silva;Luis Alberto Acuña; Ezequiel Alarcón; Pedro Alcántara Herrán; Jim Amaral; Alberto Arboleda; Gonzalo Ariza; Lydia Azout; Edelmira Boller; Jaime Botero; Luis Caballero; Santiago Cárdenas; Leonel Góngora; John Castles; Marta Combariza; Teresa Cuéllar; Beatriz Daza; Ana Durán; Liliana Durán; Rafael Echeverri; Dennis Echeverría; Luis Fonseca; Humberto Griangrandini; Ignacio Gómez Jaramillo; Jorge Gómez; Beatriz González; Carlos Granada; Antonio Grass; Enrique Grau;Sonia Gutiérrez; Manuel Hernández; Ana Mercedes Hoyos; Lorenzo Jaramillo; Maripaz Jaramillo; Víctor Laignelet; Noe León;  Angel Lookhart; Margarita Lozano; Diego Mazuera; Olivia Miranda; Édgar Negret; Cecilia Ordóñez; Marco Ospina; Nadín Ospina; Germán Páez; Luis Paz; Saturnino Ramírez; Ómar Rayo; Augusto Rendón; Alberto Riaño; Jorge Riveros; Juan Antonio Roda; Carlos Rojas; Miguel Ángel Rojas; Ana María Rueda; Bernardo Salcedo; Fanny Sanín; Nijole Sivickas; Pablo Solano; José Urbach; Sofía Urrutia; Ronny Vayda; Maríana Varela; Gustavo Zalamea Traba; Nirma Zárate",Exposición,,"Galería Garcés Velásquez","Museo de Arte Moderno Ramírez Villamizar ",Colombia,Pamplona,6,1992,exposición,colectiva,temporal,
229,"Exposición - Pereira - 1988","Cristina Llano",Exposición,,"Centro de arte actual de Pereira","Centro de Arte Actual - Pereira",Colombia,Pereira,,1988,exposición,colectiva,temporal,
230,"Exposición - Rhode Island - 1989","Carlos Andrade ",Exposición,,"Woods Gerry Gallery","Rhode Island School Of Design","Estados Unidos","Rhode Island",,1989,exposición,colectiva,temporal,
231,"Exposición - Roldanillo - 1996","Óscar Muñoz;Diego Pombo",Exposición,,"Museo Rayo ","Museo Rayo",Colombia,Roldanillo,11,1996,exposición,colectiva,temporal,
232,"Exposición - Sao Paulo  - 1991","Wilson Díaz;Antonio José Caro; Jorge Espinosa; Fabiola Alarcón; Armando Londoño; Rosa Sanín; María Elvira Escallón; Novo Takehisa; Jaime Ireguí; Marlene Tronn; Edilberto Sierra.",Exposición,"Ignacio Mejía ","Museo Paco Das Artes","Museo Paço das Artes",Brasil,"Sao Paulo ",3,1991,exposición,colectiva,temporal,curador
233,"Exposición de 4 jovenes pintores caleños  - Bogotá - 1979","Jorge Montealegre;Gustavo Hernández; Ricardo Potes; L.C Palacios ","Exposición de 4 jovenes pintores caleños ",,"Galería Imaginaria","Galería Imaginaria",Colombia,Bogotá,3,1979,exposición,colectiva,temporal,
234,"Exposición Doble - Sueños con Marcel Duchamp - Cali - 1980","Álvaro Barrios;Juan Camilo Uribe; Álvaro Barrios","Exposición Doble - Sueños con Marcel Duchamp","Miguel González","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,5,1980,exposición,colectiva,temporal,curador
4,"Exposición en la casa de la moneda - itinerante - 1999","Pablo Van Wong","Exposición en la casa de la moneda",,"Johnnie Walker Red Label","Casa de Moneda",Colombia,Bogotá,,1999,exposición,colectiva,itinerante,
11,"Fax Art: un Intercambio de Conceptos sobre el Paisaje Americano - itinerante - 1991","José Antonio Suárez; Miguel Ángel Rojas; Rosemberg Sandoval; Delcy Morelos; Carlos Arturo Salas Silva; Ana Claudia Múnera; Andrea Di Castro; Karen Lamassonne; Nadín Ospina;Álvaro Marín Vieco","Fax Art: un Intercambio de Conceptos sobre el Paisaje Americano","Karen Indeck; Juan Acha; Jorge Glusberg; Gerardo Mosquera; Luis Ángel Duque ;Luis Miguel la Corte; Fabio de Magalhes; Alberto Sierra Maya; Juan Alberto Gaviria","Centro Colombo Americano de Medellín","Centro Colombo Americano - Medellín",Colombia,"Medellín ",10,1991,exposición,colectiva,itinerante,curador
5,"Fax Art: un Intercambio de Conceptos sobre el Paisaje Americano - itinerante - 1992","José Antonio Suárez; Miguel Ángel Rojas; Rosemberg Sandoval; Delcy Morelos; Carlos Arturo Salas Silva; Ana Claudia Múnera; Andrea Di Castro; Karen Lamassonne; Nadín Ospina;Álvaro Marín Vieco","Fax Art: un Intercambio de Conceptos sobre el Paisaje Americano","Karen Indeck; Juan Acha; Jorge Glusberg; Gerardo Mosquera; Luis Ángel Duque ;Luis Miguel la Corte; Fabio de Magalhes; Alberto Sierra Maya; Juan Alberto Gaviria","Centro Colombo Americano de Bucaramanga","Centro Colombo Americano - Bucaramanga",Colombia,Bucaramanga,6,1992,exposición,colectiva,itinerante,curador
47,"Festival Internacional de Arte Ciudad de Medellín - Medellín - 1997","Ana Claudia Múnera","Festival Internacional de Arte Ciudad de Medellín",,"Alcaldía de Medellín ; Secretaría de Educación y Cultura Municipal de Medellín","Palacio de Exposiciones",Colombia,Medellín,6,1997,festival,colectiva,periodica,
48,"Festival internacional de Longitud de Onda - Caracas - 1998","Leonardo Herrera;","Festival internacional de Longitud de Onda",,"Galería Alejandro Otero","Galería Alejandro Otero","Venezuela ",Caracas,,1998,festival,colectiva,periodica,
49,"Fiart 91 - Bogotá - 1991","Pablo Van Wong; Carlos Duque; José Horacio Martínez; Carlos Aresti; Enrique Grau; Édgar Negret; Alberto Riaño; Antonio Samudio; Fernando de Szyszlo; Fernando Botero; Ana Mercedes Hoyos; Ramiro Llona ; Carlos Rojas; Luis Fernando Roldán ","Fiart 91",,"Asociación Colombiana de Galerías","Centro de Convenciones Gonzalo Jiménez de Quesada",Colombia,Bogotá,12,1991,feria,colectiva,periodica,
235,"Fotografía latinoamericana contemporánea - Paddington - 1987","Miguel Ángel Rojas","Fotografía latinoamericana contemporánea",,"Australian Centre for Photography","Australian Centre for Photography","Australia ",Paddington,,1987,exposición,colectiva,temporal,
236,"Fotografía Zona Experimental  - Medellín  - 1985","Miguel Ángel Rojas","Fotografía Zona Experimental ",,"Centro Colombo Americano de Medellín","Centro Colombo Americano - Medellín",Colombia,"Medellín ",,1985,exposición,colectiva,temporal,
237,"Fragiliadad, arte y medio ambiente  - Bogotá - 1998","Alicia Barney ;Ana María Rueda; Antonio José Caro; Luz Ángela Lizarazo","Fragiliadad, arte y medio ambiente ","Manuel Romero; Gustavo Zalamea Traba y Juan Alberto Gaviria ","Ecopetrol; Federación Nacional de Cafeteros ; Aces ","Museo de Arte de la Universidad Nacional de Colombia",Colombia,Bogotá,6,1998,exposición,colectiva,temporal,curador
238,"Fricciones. America conquista a España - Madrid - 2000","José Antonio Suárez ;David Alfaro Siqueiros; Francis Alÿs; Tarsila do Amaral; Manuel de Araújo; Ignacio María Barreda; Miguel Cabrera; Waltercio Caldas; Lygia Clark; Waldemar Cordeiro; Ángel Della Valle; Antonio Dias; Iran do Espírito Santo; José Gabriel Fernández; José Ferraz de Almeida Junior; Julio Galán; AA. Bronson; Felix Partz; Jorge Zontal ; Gilberto Freyre; Pedro Nel Gómez; Beatriz González; Felix Gonzalez-Torres; Cecilio Guzmán de Rojas; Enrique Guzmán; Jonathan Hernández; Fray Miguel de Herrera; Frida Kahlo; Guillermo Kuitca; José Maríano Lara y Hernández; Jac Leirner; Leonilson (José Leonilson Bezerra Dias); Maurício Nogueira Lima; Íñigo Manglano-Ovalle; Cristiano Mascaro; Cildo Meireles; Víctor Meirelles; Beatriz Milhazes; Camilo Mori; Vik Muniz; Juan O'Gorman; Hélio Oiticica; Gabriel Orozco; Candido Portinari; Prilidiano Pueyrredón; Lasar Segall; Pablo Siquier; Valeska Soares; Xul Solar (Óscar Agustín Alejandro Schulz Solari); Jesús Soto; Milagros de la Torre; Joaquín Torres García; Tunga (Antônio José de Barros de Carvalho); Lorenzo Vaccaro; Adriana Varejão; Alberto da Veiga Guignard; José María Velasco; Nahum Zenil ","Fricciones. America conquista a España","Ivo Mesquita; Adriano Pedrosa","Museo Nacional Centro de Arte Reina Sofía ","Museo Nacional Centro de Arte Reina Sofía",España,Madrid,12,2000,exposición,colectiva,temporal,curador
239,"Gozo Poderoso - Bogotá - 2000","Álvaro Barrios;Beatriz González; José Antonio Suárez ; Andrea Echverri; Franklin Aguirre ; Wilson Díaz; Rodrigo Facundo; Olga García; Juan David Giraldo; Carlos Jacanamijoy; Benjamín Jacanamijoy; José Manuel Jaramillo; Humberto Junca; Germán Martínez ; María Margarita Jiménez; Lucas Ospina ; Manuel Romero","Gozo Poderoso",,"Andrea Echeverri y Héctor Buitrago","Galería Santa Fe - Planetario Distrital",Colombia,Bogotá,11,2000,exposición,colectiva,temporal,
12,"Grabado colombiano actual : sentidos de la imagen - itinerante - 1992","Paige Abadi; José Antonio Suárez; Wolfgang Arturo Guzmán; Lorenzo Jaramillo; Víctor Laignelet; María Fernanda López ; Diego Mazuera; Luis Fernando Mejía; Miguel Polling Zimmerman; Fabián Rendón; Carlos Arturo Salas Silva; Carlos Arturo Salazar Silva; Fabio Valencia Villegas","Grabado colombiano actual : sentidos de la imagen","José Hernán Aguilar","Banco de la República","Biblioteca Luis Ángel Arango",Colombia,Bogotá,,1992,exposición,colectiva,itinerante,curador
240,"Grabadores Colombianos - Bogotá - 1974","Miguel Ángel Rojas ;Maripaz Jaramillo","Grabadores Colombianos",,"Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,,1974,exposición,colectiva,temporal,
241,"Gráfica seriada en el Valle del Cauca - Bogotá - 1988","Óscar Muñoz;Ever Astudillo; Cecilia Coronel; Karen Lamassonne; Rodolfo Vélez; Guillermo Vélez; Hernándo Tejada; Mario Gordillo; Phanor León; Fabio Daza; Ómar Rayo; Pedro Alcántara Herrán; Leonel Góngora","Gráfica seriada en el Valle del Cauca",,"Cámara de Comercio de Cali","Galería Santa Fe - Planetario Distrital",Colombia,Bogotá,12,1988,"circulación de obra gráfica",colectiva,temporal,
242,"Gráfica seriada en el Valle del Cauca - Cali - 1989","Ever Astudillo ;Óscar Muñoz; Cecilia Coronel; Karen Lamassonne; Rodolfo Vélez; Guillermo Vélez; Hernándo Tejada; Mario Gordillo; Phanor León; Fabio Daza; Ómar Rayo; Pedro Alcántara Herrán; Leonel Góngora","Gráfica seriada en el Valle del Cauca",,"Cámara de Comercio de Cali","Cámara de Comercio de Cali",Colombia,Cali,2,1989,exposición,colectiva,temporal,
243,"Gran Subasta por la vida - Cali - 1994","Ever Astudillo ;Óscar Muñoz; Ana María Rueda; Fernell Franco; Fernando Botero; Édgar Negret; Ómar Rayo; Lucy Tejada; Soraya Amashta; Pedro Alcántara Herrán; Gustavo Zalamea Traba ; María Thereza Negreiros","Gran Subasta por la vida",,"Fundación Dar Amor; Fundación niño leucemico; Cámara de Comercio de Cali; Fundación para el Desarrollo Integral del Valle del Cauca; Proartes","Hotel Intercontinental",Colombia,Cali,10,1994,subasta,colectiva,temporal,
244,"Homenaje al Instituto Popular de Cultura  - Cali - 1988","Jorge Montealegre;","Homenaje al Instituto Popular de Cultura ",,"Instituto Popular de Cultura; Centro Colombo Americano de Cali","Centro Colombo Americano - Cali",Colombia,Cali,2,1988,exposición,colectiva,temporal,
245,"Homenaje al maestro Carlos Rojas - Bogotá - 1997","Luis Fernando Roldán","Homenaje al maestro Carlos Rojas",,"Galería El Museo","Galería El Museo",Colombia,Bogotá,8,1997,exposición,colectiva,temporal,
50,"I Bienal de Arte de Bogotá - Bogotá - 1988","Claudia Hernández; Rafael Ortiz; Ana María Rueda; Patricia Tavera; Ricardo Valbuena; Cristina Velez; Ezequiel Alarcón; Ramiro Gómez; Beatriz Jaramillo; Consuelo Gómez; Rafael Echeverri; Jaime Alberto Franco ; Manuel Santana; R.F. Restrepo; Ofelia Rodríguez; Gustavo Vejarano; Nancy Friedemann-Sánchez ; Lorenzo Jaramillo; Luis Luna; Cristina Llano ; Bibiana Vélez; María Teresa Vieco; Carlos Eduardo Serrano; Miguel Ángel Rojas; Rafael Panizza; Liliana González Zakzuk;Diego Arango; Diego Mazuera; Hilda Piedrahita; Luis Stand; Constanza Aguirre; Germán Botero; John Castles; Inginio Caro; Enrique Jaramillo; Ramiro Gómez; Juan Luis Mesa; Hugo Zapata; Nadín Ospina; Olga Lucía Salazar; Edith Arbeláez; Alicia Barney.","I Bienal de Arte de Bogotá",,"Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,9,1988,bienal,colectiva,periodica,
246,"I coloquio latinoamericano de arte no objetual y arte urbano - Medellín  - 1981","Miguel Ángel Rojas ;","I coloquio latinoamericano de arte no objetual y arte urbano","Alberto Sierra Maya","Museo de Arte Moderno de Medellín","Museo de Arte Moderno de Medellín",Colombia,"Medellín ",5,1981,bienal,colectiva,temporal,curador
51,"I Festival Internacional de la Imagen - Nuevos Lenguajes - Manizalez - 1997","Ana Claudia Múnera;Ana Claudia Múnera; David Argüelles; Mario Opazo; Natalia Restrepo; Eduardo Pradilla; Franklin Aguirre; Leonel Galeano; Juan Pablo Fajardo; Elizabeth Perez; María Elvira Escallón ","I Festival Internacional de la Imagen - Nuevos Lenguajes","Ana María Lozano","Universidad de Caldas","Fondo Cultural del Café",Colombia,Manizalez,4,1997,festival,colectiva,periodica,curador
52,"I Salón Atenas - Bogotá - 1975","Antonio Barrera; Antonio José Caro; Luis Hernándo Giraldo; Ramiro Gómez; Enrique Hernández; Édgar Silva; Maríana Varela; Miguel Ángel Rojas","I Salón Atenas","Eduardo Serrano Rueda","Museo de Arte Moderno de Bogotá; Atenas Publicidad","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,10,1975,salón,colectiva,periodica,curador
53,"I Salón Nacional de Arte Joven - Cali - 1972","Ever Astudillo; María Cristina Gómez; Óscar Jaramillo; Armando Londoño; Yairo Mejía Villa; Saturnino Ramírez; Miguel Ángel Rojas; Diana Cuervo; Maripaz Jaramillo; Phanor León; Arnulfo Luna; Jorge Montealegre; Guillermo Restrepo; Miguel Antonio Castillo; Guillermo Duarte; Gustavo Adolfo Fernandez; Héctor Fabio Oviedo; Saturnino Ramírez; John Castles; Diana Cuervo; María Eugenia Duque; Enrique Hernández; Miguel Angel Quintero","I Salón Nacional de Arte Joven","Junta Asesora Artística; Silvia Mallarino de Rueda (DIrectora de Colcultura); Delegado del Icetex","Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,7,1972,salón,colectiva,periodica,"jurado selección"
54,"I Salón Nacional de Arte Joven Marta Traba - Cali - 1985","Homero Aguilar; Juan Cristóbal Aguilar; Daniel Angulo; María Cristina Aragón; Gloria Isabel Arango; Jaime Arango; Margarita Becerra; Flor María Bouhot; Ricardo Caballero; Marta Calderón; María Teresa Cano; María Fernanda Cardoso; Karen Cock; Luis Fernando Escobar; Rodrigo Facundo; Carolina Franco; Alfredo Gamonal; Carlos Fernando Gómez; María Clara Gómez; Carlos Enrique Hoyos; Hernándo Hoyos; Enrique Jaramillo; Phillipe Leroy; Carmen Mazzariegos; Diego Mendoza; Emel Meneses; Catalina Mejía; Marta Miranda; Jorge Montealegre; Mónica Negret; Alonso Ocampo; Mario Ossaba; Rafael Panizza; María Teresa Pardo; Diego Pombo; Eduardo Pradilla; Gustavo Quintero; Jhonny Rasmussen; Jorge Alberto Reyes Osma; Natalia Rivera; Víctor Robledo; Luis Fernando Roldán; Mercedes Sebastián; Alberto Sojo; Patricia Tavera; Santiago Uribe Holguín; Gustavo Vejarano; Bibiana Vélez; Guillermo Vélez; Rodolfo Vélez; Rosa Vélez; María Teresa Vieco; Andrés Villa;Francisco Antonio Roda Zea","I Salón Nacional de Arte Joven Marta Traba",,"Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,9,1985,salón,colectiva,periodica,
247,"I Salón Nuevas Tendencias - Cali - 1988","María Fernanda Cardoso;Edith Arbeláez; Denise Buraye; Marta Calderón; Johanna Calle; María Fernanda Cardoso; Mauricio Cruz; Rodrigo Facundo; Carolina Franco; Jaime Alberto Franco; Nancy Friedemann-Sánchez; Alba Cecilia Gutiérrez; Juan Fernando Herrán; Enrique Jaramillo; Catalina Mejía; Gloria Elena Merino; Juan Luis Mesa; María Morán; Rafael Ortiz; Nadín Ospina; Hilda Piedrahita; Eduardo Pradilla; Fabián Rendón; José Alejandro Restrepo; María Cristina Rodríguez; Dorís Salcedo; José Antonio Suárez; Bibiana Vélez; Guillermo Vélez; Inés Wickmann","I Salón Nuevas Tendencias","Carolina Ponce de León","Galería La Ventana","Galería La Ventana",Colombia,Cali,3,1988,exposición,colectiva,temporal,curador
55,"I Salón Regional Nuevos Nombres - Cali - 1994","Jorge Acero Laschevsky","I Salón Regional Nuevos Nombres","Miguel González","Gerencia Cultural de la Gobernación del Departamento del Valle del Cauca; Banco de la República; Bellas Artes","Palacio de San Francisco",Colombia,Cali,11,1994,salón,colectiva,periodica,curador
248,"ID ·#. Medellin 92 - Bogotá - 1992","Ana Claudia Múnera;Hugo Zapata; Juan Camilo Uribe; Álvaro Marín Vieco; Marta Elena Vélez ; Ethel Gilmour; Ronny Vayda; Luis Fernando Peláez; Beatriz Jaramillo ; Julián Posada; José Antonio Suárez ; Gloria Jaramillo; María Teresa Cano; Armando Montoya; Jorge Julián Aristizábal","ID ·#. Medellin 92","Alberto Sierra Maya ; Juan Alberto Gaviria","Galería El Museo","Galería El Museo",Colombia,Bogotá,6,1992,exposición,colectiva,temporal,curador
56,"II Bienal Americana de Artes Gráficas - Cali - 1973","Alfredo Guerrero ; Ómar Rayo; Ever Astudillo; Hernán Darío Santos; José del C. Acevedo; Jim Amaral; Álvaro Barrios; Jan Bartelsman; Fernando Botero; Luis Caballero; Pilar Caballero; Carlos Alberto Caicedo; Juan M. Calle; Luis Camnitzer; Hernándo Cardenas; Dicken Castro; Jorge Ceballos; José Nazario Clároz; David Consuegra; Fernando Coral; Ligia Cordoba; Teresa Cuéllar; Diana Cuervo; Fernando Dávila; Carlos Duque; Francisco José Gamez; Aníbal Gil ; Gustavo Gómez; María Cristina Gómez; Leonel Góngora; Beatriz González; Marta Granados;  Antonio Grass; Enrique Grau; Alfredo Guerrero; Alberto Gutierrez; Luciano Jaramillo; Maripaz Jaramillo; Óscar Jaramillo; Phanor León ; Armando Londoño; Arnulfo Luna; Jorge Madriñan; Mónica Meira; Yairo Mejía Villa; Soledad Mendoza; José Mina; Uldarico Minotta; Jorge Montealegre; Gustavo Pardo Sarmiento; Luis Paz; Jorge Peña; Carlos Pinilla; Rómulo Polo Flórez; María Víctoria Porras; Eduardo Ramírez Villamizar; Saturnino Ramírez; Emma Reyes; Francisco Rocca Lynn; Miguel Ángel Rojas; Bernardo Salcedo; Hernán Darío Santos; Alberto Sierra Maya; Darío Sierra; Édgar Silva; Gabriel Suarez Bayona; Hernándo Tejada; Lucy Tejada; Gersaín Triviño; Sergio Trujillo Davila; José Urbach; Maríana Varela; Rodolfo Velasquez; Benjamín Villegas; Alicia Viteri; Osvaldo Viteri; ","II Bienal Americana de Artes Gráficas",,"Museo de Arte Moderno La Tertulia","Museo de Arte Moderno La Tertulia",Colombia,Cali,10,1973,bienal,colectiva,periodica,
57,"II Bienal de Arte de Bogotá - Bogotá - 1990","Carlos Eduardo Serrano; León Trujillo; Luis Luna; Jaime Ireguí; Roberto Sarmiento; Pablo Van Wong; Consuelo Gómez; Germán Botero; Jorge Rodríguez Aguilar; Ana Patricia Palacios; Luis Guillermo Botero; Fernando Uhía; Vicky Fadul; Eduardo Pradilla; Carlos Enrique Hoyos; Luis Fernando Giraldo; María Teresa Hincapié; Luis Fernando Roldán; Danilo Dueñas;Consuelo Gómez","II Bienal de Arte de Bogotá",,"Museo de Arte Moderno de Bogotá","Museo de Arte Moderno de Bogotá",Colombia,Bogotá,9,1990,bienal,colectiva,periodica,
58,"II Bienal de la Habana - La Habana - 1986","Miguel Ángel Rojas ;","II Bienal de la Habana",,"Casa de las Américas","Casa de las Américas",Cuba,"La Habana",,1986,bienal,colectiva,periodica,
59,"II Bienal Internacional de Pintura de Cuenca - Cuenca - 1989","Cristina Llano; Ana María Rueda","II Bienal Internacional de Pintura de Cuenca",,"Museo de Arte Moderno de Cuenca","Museo de Arte Moderno de Cuenca",Ecuador,Cuenca,5,1989,bienal,colectiva,periodica,
60,"II Feria de Performance - Cali - 1998","Leonardo Herrera;Grupo Nómada; Humberto Junca; Grupo Casa Guillermo; María Angélica Medina; Raúl Naranjo; Freddy Jiménez; Daniel Zuluaga; Antonina Canal; Liliana Abaunza ; Asdrubal Medina; María José Arjona; El Esquimal; Club Catódico; Grupo A-Clon; Alonso José Zuluaga; Alejandra Gutiérrez; Juan Fernando Toro; Janeth Blanco; Fernando Hidalgo; Giovanni Vargas ; Diana Lasso; Yuri Hernándo Forero ; Alejandro Rey Ramírez; Tomás Reyes; Mauricio Vera; Claudia Patricia Sarria; Mónica del Llano; Paul Arias; Luis Mondragón; Wilson Díaz;  Pablo E. Zapata y su Maríachi Loco; Leonardo Herrera; Francisco Camacho; Rosemberg Sandoval","II Feria de Performance",,"Helena Producciones ","Coliseo de Santa Librada",Colombia,Cali,11,1998,festival,colectiva,periodica,
61,"II Festival de Arte de Cali - Tres Lustros, retrospectiva - Cali - 1987","Óscar Muñoz","II Festival de Arte de Cali - Tres Lustros, retrospectiva",,"Cámara de Comercio de Cali; Proartes ","Cámara de Comercio de Cali",Colombia,Cali,5,1987,festival,colectiva,periodica,
